item_id,order_id,service_name,category,quantity,unit_price,labor_hours,discount_pct,line_total
111,78,Tire Replacement (set of 4),Repair,1,619.77,1.5,0,619.77
112,81,Wheel Alignment,Maintenance,1,94.86,1.0,15,80.63
113,82,Brake Pad Replacement,Repair,1,190.58,1.5,0,190.58
114,82,Full Inspection,Diagnostic,1,54.68,0.8,0,54.68
115,82,Tire Replacement (set of 4),Repair,1,616.06,1.5,10,554.45
116,83,Wheel Alignment,Maintenance,1,95.08,1.0,0,95.08
117,83,Full Inspection,Diagnostic,1,61.55,0.8,0,61.55
118,84,Brake Pad Replacement,Repair,1,200.54,1.5,0,200.54
119,84,Suspension Repair,Repair,1,340.7,3.0,0,340.7
120,85,Wheel Alignment,Maintenance,1,84.67,1.0,0,84.67
121,87,Transmission Service,Repair,1,229.41,2.5,0,229.41
122,88,Tire Rotation,Maintenance,1,26.52,0.4,0,26.52
123,88,Coolant Flush,Maintenance,1,86.13,1.0,0,86.13
124,90,Suspension Repair,Repair,1,334.86,3.0,0,334.86
125,90,Coolant Flush,Maintenance,1,107.83,1.0,0,107.83
126,91,Coolant Flush,Maintenance,2,99.17,1.0,15,168.59
127,91,Transmission Service,Repair,1,249.26,2.5,10,224.33
128,92,Engine Diagnostic,Diagnostic,1,106.08,1.0,0,106.08
129,92,Brake Pad Replacement,Repair,1,182.62,1.5,0,182.62
130,93,Suspension Repair,Repair,1,331.65,3.0,0,331.65
131,93,Spark Plug Replacement,Repair,1,147.6,,5,140.22
132,95,Oil Change,Maintenance,1,44.84,0.5,0,44.84
133,95,Tire Rotation,Maintenance,1,28.51,0.4,0,28.51
134,95,AC Recharge,Repair,1,135.16,1.0,0,135.16
135,96,Transmission Service,Repair,1,237.24,2.5,0,237.24
136,97,Tire Rotation,Maintenance,1,22.93,0.4,5,21.78
137,97,AC Recharge,Repair,1,111.02,1.0,0,111.02
138,97,Engine Diagnostic,Diagnostic,1,90.46,1.0,0,90.46
139,97,Suspension Repair,Repair,1,295.56,3.0,0,295.56
140,98,Spark Plug Replacement,Repair,1,139.2,1.2,0,139.2
141,98,Tire Replacement (set of 4),Repair,1,569.03,1.5,0,569.03
142,99,Windshield Wiper Replacement,Maintenance,1,29.39,0.2,10,26.45
143,100,Windshield Wiper Replacement,Maintenance,1,33.34,0.2,0,33.34
144,101,Battery Replacement,Repair,1,135.87,0.5,5,129.08
145,101,Wheel Alignment,Maintenance,1,99.33,1.0,0,99.33
146,102,Full Inspection,Diagnostic,1,58.23,0.8,0,58.23
147,103,Tire Replacement (set of 4),Repair,1,576.32,1.5,0,576.32
148,103,Battery Replacement,Repair,1,161.13,0.5,5,153.07
149,104,Tire Rotation,Maintenance,2,26.43,0.4,10,47.57
150,104,Spark Plug Replacement,Repair,1,145.52,1.2,0,145.52
151,104,AC Recharge,Repair,1,130.05,1.0,0,130.05
152,105,Spark Plug Replacement,Repair,1,143.11,1.2,0,143.11
153,105,Transmission Service,Repair,1,242.63,,0,242.63
154,106,Spark Plug Replacement,Repair,1,122.77,1.2,0,122.77
155,106,Tire Rotation,Maintenance,1,27.19,0.4,0,27.19
156,108,Transmission Service,Repair,1,275.43,2.5,0,275.43
157,108,Battery Replacement,Repair,1,172.14,0.5,0,172.14
158,108,Full Inspection,Diagnostic,1,60.19,0.8,0,60.19
159,108,Engine Diagnostic,Diagnostic,1,99.3,1.0,10,89.37
160,109,Tire Replacement (set of 4),Repair,1,678.34,1.5,0,678.34
161,110,Oil Change,Maintenance,2,44.33,0.5,0,88.66
162,111,Tire Rotation,Maintenance,1,28.32,0.4,15,24.07
163,111,AC Recharge,Repair,1,133.75,1.0,0,133.75
164,111,Spark Plug Replacement,Repair,1,130.94,1.2,0,130.94
165,112,AC Recharge,Repair,1,130.53,1.0,0,130.53
166,112,Oil Change,Maintenance,1,48.99,0.5,0,48.99
167,112,Tire Rotation,Maintenance,2,23.14,0.4,10,41.65
168,113,Full Inspection,Diagnostic,1,67.54,0.8,0,67.54
169,114,AC Recharge,Repair,1,123.16,1.0,5,117.0
170,114,Engine Diagnostic,Diagnostic,1,110.66,1.0,0,110.66
171,114,Battery Replacement,Repair,1,147.0,0.5,0,147.0
172,115,AC Recharge,Repair,1,134.87,1.0,0,134.87
173,115,Oil Change,Maintenance,1,44.88,0.5,0,44.88
174,115,Coolant Flush,Maintenance,2,85.76,1.0,0,171.52
175,116,Brake Pad Replacement,Repair,1,202.74,1.5,0,202.74
176,117,Oil Change,Maintenance,2,41.53,0.5,0,83.06
177,118,Brake Pad Replacement,Repair,1,176.37,1.5,0,176.37
178,118,Wheel Alignment,Maintenance,1,102.38,1.0,0,102.38
179,118,Full Inspection,Diagnostic,1,68.26,0.8,0,68.26
180,119,Coolant Flush,Maintenance,1,99.12,1.0,0,99.12
181,120,Windshield Wiper Replacement,Maintenance,2,31.74,0.2,0,63.48
182,120,Brake Pad Replacement,Repair,1,182.18,1.5,0,182.18
183,121,Spark Plug Replacement,Repair,1,126.53,1.2,0,126.53
184,121,AC Recharge,Repair,1,117.86,1.0,0,117.86
185,123,Suspension Repair,Repair,1,341.8,3.0,10,307.62
186,123,Transmission Service,Repair,1,272.02,2.5,0,272.02
187,123,Brake Pad Replacement,Repair,1,197.62,1.5,0,197.62
188,124,Spark Plug Replacement,Repair,1,142.66,1.2,15,121.26
189,124,Windshield Wiper Replacement,Maintenance,1,27.68,0.2,5,26.3
190,125,Battery Replacement,Repair,1,153.54,0.5,0,153.54
191,125,Tire Replacement (set of 4),Repair,1,566.92,1.5,0,566.92
192,126,Brake Pad Replacement,Repair,1,186.73,1.5,0,186.73
193,126,Suspension Repair,Repair,1,323.32,3.0,0,323.32
194,126,Windshield Wiper Replacement,Maintenance,1,33.66,0.2,10,30.29
195,126,Battery Replacement,Repair,1,148.16,0.5,0,148.16
196,127,Brake Pad Replacement,Repair,1,167.27,1.5,0,167.27
197,127,Windshield Wiper Replacement,Maintenance,2,28.07,0.2,0,56.14
198,127,Tire Rotation,Maintenance,1,27.26,0.4,10,24.53
199,128,Coolant Flush,Maintenance,1,100.18,1.0,0,100.18
200,129,Windshield Wiper Replacement,Maintenance,2,27.76,0.2,0,55.52
201,129,Suspension Repair,Repair,1,294.73,3.0,0,294.73
202,131,Battery Replacement,Repair,1,161.29,0.5,0,161.29
203,133,Battery Replacement,Repair,1,137.73,0.5,0,137.73
204,133,Oil Change,Maintenance,1,49.75,0.5,0,49.75
205,133,Windshield Wiper Replacement,Maintenance,1,32.3,0.2,0,32.3
206,133,Wheel Alignment,Maintenance,1,82.83,1.0,10,74.55
207,134,Transmission Service,Repair,1,230.3,2.5,0,230.3
208,135,Spark Plug Replacement,Repair,1,149.07,1.2,0,149.07
209,136,Battery Replacement,Repair,1,149.04,0.5,10,134.14
210,137,Wheel Alignment,Maintenance,2,89.34,1.0,0,178.68
211,137,Tire Rotation,Maintenance,2,27.58,0.4,0,55.16
212,137,Tire Replacement (set of 4),Repair,1,704.82,1.5,0,704.82
213,139,Oil Change,Maintenance,2,51.59,0.5,0,103.18
214,139,Engine Diagnostic,Diagnostic,1,108.83,1.0,0,108.83
215,140,Engine Diagnostic,Diagnostic,1,99.41,1.0,15,84.5
216,140,Brake Pad Replacement,Repair,1,165.76,1.5,0,165.76
217,140,Wheel Alignment,Maintenance,1,98.49,1.0,5,93.57
218,141,AC Recharge,Repair,1,124.75,1.0,0,124.75
219,141,Battery Replacement,Repair,1,150.91,0.5,0,150.91
220,142,Coolant Flush,Maintenance,1,107.03,1.0,5,101.68
221,143,Oil Change,Maintenance,1,41.75,0.5,0,41.75
222,143,Suspension Repair,Repair,1,327.41,3.0,15,278.3
223,144,AC Recharge,Repair,1,108.34,1.0,0,108.34
224,145,AC Recharge,Repair,1,122.06,1.0,0,122.06
225,145,Engine Diagnostic,Diagnostic,1,91.41,1.0,15,77.7
226,146,Brake Pad Replacement,Repair,1,167.35,1.5,0,167.35
227,146,Oil Change,Maintenance,1,41.82,0.5,10,37.64
228,146,Transmission Service,Repair,1,265.58,2.5,0,265.58
229,147,AC Recharge,Repair,1,130.38,1.0,0,130.38
230,148,AC Recharge,Repair,1,125.5,1.0,5,119.22
231,148,Tire Rotation,Maintenance,1,28.51,0.4,0,28.51
232,148,Windshield Wiper Replacement,Maintenance,1,29.81,0.2,5,28.32
233,148,Engine Diagnostic,Diagnostic,1,97.14,1.0,0,97.14
234,149,Suspension Repair,Repair,1,357.49,3.0,0,357.49
235,149,Battery Replacement,Repair,1,143.38,0.5,0,143.38
236,150,Oil Change,Maintenance,1,51.34,0.5,0,51.34
237,150,Tire Rotation,Maintenance,1,22.58,0.4,0,22.58
238,150,Windshield Wiper Replacement,Maintenance,1,34.27,0.2,5,32.56
239,151,Coolant Flush,Maintenance,1,86.53,1.0,15,73.55
240,153,Wheel Alignment,Maintenance,1,101.05,1.0,0,101.05
241,154,Full Inspection,Diagnostic,1,61.92,0.8,0,61.92
242,154,Wheel Alignment,Maintenance,2,103.34,1.0,10,186.01
243,154,AC Recharge,Repair,1,110.21,1.0,5,104.7
244,154,Transmission Service,Repair,1,259.62,2.5,0,259.62
245,155,Oil Change,Maintenance,1,51.4,0.5,0,51.4
246,155,Transmission Service,Repair,1,257.69,2.5,5,244.81
247,156,Wheel Alignment,Maintenance,1,95.16,1.0,0,95.16
248,156,AC Recharge,Repair,1,128.87,1.0,15,109.54
249,157,Transmission Service,Repair,1,253.41,2.5,0,253.41
250,157,Brake Pad Replacement,Repair,1,190.24,1.5,15,161.7
251,158,Windshield Wiper Replacement,Maintenance,1,31.38,0.2,10,28.24
252,159,Spark Plug Replacement,Repair,1,146.29,1.2,5,138.98
253,159,Oil Change,Maintenance,2,41.01,0.5,0,82.02
254,160,Engine Diagnostic,Diagnostic,1,97.02,1.0,0,97.02
255,161,Full Inspection,Diagnostic,1,68.26,0.8,0,68.26
256,162,Tire Rotation,Maintenance,2,28.06,0.4,0,56.12
257,164,Tire Rotation,Maintenance,2,25.35,0.4,0,50.7
258,165,Wheel Alignment,Maintenance,1,94.95,1.0,0,94.95
259,166,Full Inspection,Diagnostic,1,58.16,0.8,0,58.16
260,166,Battery Replacement,Repair,1,142.05,0.5,0,142.05
261,166,AC Recharge,Repair,1,121.91,1.0,0,121.91
262,167,Tire Replacement (set of 4),Repair,1,612.77,1.5,0,612.77
263,167,Brake Pad Replacement,Repair,1,188.26,1.5,0,188.26
264,169,Tire Rotation,Maintenance,1,22.99,0.4,10,20.69
265,169,Coolant Flush,Maintenance,2,108.64,1.0,0,217.28
266,169,Engine Diagnostic,Diagnostic,1,114.66,1.0,0,114.66
267,170,Spark Plug Replacement,Repair,1,139.69,1.2,5,132.71
268,171,Suspension Repair,Repair,1,330.89,3.0,10,297.8
269,171,Coolant Flush,Maintenance,1,92.85,1.0,0,92.85
270,171,Tire Rotation,Maintenance,1,27.59,0.4,0,27.59
271,171,Oil Change,Maintenance,2,48.2,0.5,0,96.4
272,172,Windshield Wiper Replacement,Maintenance,1,28.22,0.2,0,28.22
273,173,Windshield Wiper Replacement,Maintenance,1,33.83,0.2,0,33.83
274,173,Brake Pad Replacement,Repair,1,199.01,1.5,5,189.06
275,174,Battery Replacement,Repair,1,170.62,0.5,0,170.62
276,175,Battery Replacement,Repair,1,162.21,0.5,0,162.21
277,175,Transmission Service,Repair,1,263.34,2.5,0,263.34
278,176,Oil Change,Maintenance,2,45.21,0.5,0,90.42
279,178,Battery Replacement,Repair,1,169.98,0.5,15,144.48
280,178,Windshield Wiper Replacement,Maintenance,1,33.5,0.2,10,30.15
281,178,Suspension Repair,Repair,1,291.62,3.0,0,291.62
282,179,AC Recharge,Repair,1,108.79,1.0,0,108.79
283,179,Wheel Alignment,Maintenance,1,89.47,1.0,0,89.47
284,180,Spark Plug Replacement,Repair,1,143.34,1.2,0,143.34
285,181,Oil Change,Maintenance,1,51.61,0.5,10,46.45
286,181,AC Recharge,Repair,1,112.51,1.0,0,112.51
287,181,Spark Plug Replacement,Repair,1,136.31,1.2,0,136.31
288,182,Battery Replacement,Repair,1,149.28,0.5,0,149.28
289,182,Tire Replacement (set of 4),Repair,1,708.34,1.5,0,708.34
290,184,Transmission Service,Repair,1,277.63,2.5,0,277.63
291,184,Windshield Wiper Replacement,Maintenance,1,33.29,0.2,0,33.29
292,185,Suspension Repair,Repair,1,325.5,3.0,0,325.5
293,185,Brake Pad Replacement,Repair,1,180.67,1.5,0,180.67
294,187,Tire Replacement (set of 4),Repair,1,600.38,1.5,0,600.38
295,188,Oil Change,Maintenance,1,41.13,0.5,0,41.13
296,188,Tire Rotation,Maintenance,1,27.9,0.4,0,27.9
297,188,Wheel Alignment,Maintenance,2,99.29,1.0,0,198.58
298,188,AC Recharge,Repair,1,137.99,1.0,0,137.99
299,189,Suspension Repair,Repair,1,367.73,3.0,0,367.73
300,190,Suspension Repair,Repair,1,332.43,3.0,0,332.43
301,191,Tire Replacement (set of 4),Repair,1,677.19,1.5,10,609.47
302,191,Brake Pad Replacement,Repair,1,204.51,1.5,0,204.51
303,192,Suspension Repair,Repair,1,355.97,3.0,0,355.97
304,192,Spark Plug Replacement,Repair,1,125.04,1.2,0,125.04
305,193,Transmission Service,Repair,1,253.16,2.5,0,253.16
306,194,Battery Replacement,Repair,1,139.84,0.5,0,139.84
307,195,Battery Replacement,Repair,1,170.78,0.5,5,162.24
308,196,Suspension Repair,Repair,1,336.49,3.0,0,336.49
309,196,AC Recharge,Repair,1,114.86,1.0,0,114.86
310,197,Tire Replacement (set of 4),Repair,1,662.11,1.5,5,629.0
311,197,Windshield Wiper Replacement,Maintenance,1,31.64,0.2,0,31.64
312,198,Spark Plug Replacement,Repair,1,128.64,1.2,0,128.64
313,200,Oil Change,Maintenance,1,41.78,0.5,10,37.6
314,200,Wheel Alignment,Maintenance,1,96.11,1.0,10,86.5
315,200,Transmission Service,Repair,1,257.52,2.5,0,257.52
316,201,Full Inspection,Diagnostic,1,65.58,0.8,0,65.58
317,202,Engine Diagnostic,Diagnostic,1,103.0,1.0,0,103.0
318,202,Tire Replacement (set of 4),Repair,1,690.09,1.5,0,690.09
319,205,Windshield Wiper Replacement,Maintenance,1,31.14,0.2,0,31.14
320,205,Transmission Service,Repair,1,260.06,2.5,0,260.06
321,206,AC Recharge,Repair,1,134.3,1.0,0,134.3
322,206,Oil Change,Maintenance,2,45.04,0.5,0,90.08
323,206,Coolant Flush,Maintenance,2,88.68,1.0,0,177.36
324,208,AC Recharge,Repair,1,108.86,1.0,0,108.86
325,208,Suspension Repair,Repair,1,348.41,3.0,0,348.41
326,209,Transmission Service,Repair,1,263.77,2.5,0,263.77
327,210,AC Recharge,Repair,1,129.12,1.0,0,129.12
328,210,Spark Plug Replacement,Repair,1,123.92,1.2,0,123.92
329,210,Oil Change,Maintenance,1,42.03,0.5,0,42.03
330,210,Full Inspection,Diagnostic,1,54.22,0.8,0,54.22
331,211,Transmission Service,Repair,1,246.91,2.5,0,246.91
332,211,Full Inspection,Diagnostic,1,62.85,0.8,15,53.42
333,211,Spark Plug Replacement,Repair,1,129.75,1.2,0,129.75
334,212,Windshield Wiper Replacement,Maintenance,2,30.28,0.2,15,51.48
335,212,Tire Replacement (set of 4),Repair,1,698.14,1.5,0,698.14
336,213,Tire Rotation,Maintenance,1,24.68,0.4,0,24.68
337,214,Tire Rotation,Maintenance,1,25.71,0.4,0,25.71
338,215,Tire Replacement (set of 4),Repair,1,679.47,1.5,10,611.52
339,216,Coolant Flush,Maintenance,2,94.92,1.0,0,189.84
340,216,Windshield Wiper Replacement,Maintenance,2,31.67,0.2,0,63.34
341,219,Coolant Flush,Maintenance,1,105.98,1.0,0,105.98
342,220,Wheel Alignment,Maintenance,2,102.36,1.0,15,174.01
343,220,Full Inspection,Diagnostic,1,56.21,0.8,0,56.21
344,220,Battery Replacement,Repair,1,169.75,0.5,0,169.75
345,221,Tire Rotation,Maintenance,1,25.58,0.4,0,25.58
346,221,Tire Replacement (set of 4),Repair,1,598.03,1.5,10,538.23
347,222,Tire Rotation,Maintenance,1,25.37,0.4,0,25.37
348,222,Spark Plug Replacement,Repair,1,148.85,1.2,0,148.85
349,222,Oil Change,Maintenance,2,46.04,0.5,0,92.08
350,222,Windshield Wiper Replacement,Maintenance,2,29.47,0.2,5,55.99
351,223,Full Inspection,Diagnostic,1,63.5,0.8,0,63.5
352,223,Wheel Alignment,Maintenance,1,86.4,1.0,0,86.4
353,224,Tire Rotation,Maintenance,1,22.97,0.4,0,22.97
354,224,Battery Replacement,Repair,1,139.83,0.5,0,139.83
355,225,Spark Plug Replacement,Repair,1,121.16,1.2,0,121.16
356,226,Oil Change,Maintenance,1,42.21,0.5,0,42.21
357,226,Coolant Flush,Maintenance,1,88.8,1.0,0,88.8
358,226,Tire Replacement (set of 4),Repair,1,657.34,1.5,0,657.34
359,226,Full Inspection,Diagnostic,1,56.73,0.8,0,56.73
360,228,Spark Plug Replacement,Repair,1,128.23,1.2,0,128.23
361,228,Wheel Alignment,Maintenance,1,101.18,1.0,0,101.18
362,229,Full Inspection,Diagnostic,1,61.11,0.8,0,61.11
363,230,Oil Change,Maintenance,2,48.01,0.5,5,91.22
364,231,Spark Plug Replacement,Repair,1,122.6,1.2,10,110.34
365,231,Tire Replacement (set of 4),Repair,1,587.8,1.5,0,587.8
366,231,Wheel Alignment,Maintenance,1,81.92,1.0,0,81.92
367,232,Wheel Alignment,Maintenance,1,84.8,1.0,0,84.8
368,232,Engine Diagnostic,Diagnostic,1,96.96,1.0,0,96.96
369,233,Suspension Repair,Repair,1,302.16,3.0,0,302.16
370,234,Battery Replacement,Repair,1,138.33,0.5,0,138.33
371,235,Tire Rotation,Maintenance,1,23.25,0.4,0,23.25
372,236,Tire Rotation,Maintenance,1,25.38,0.4,0,25.38
373,236,Engine Diagnostic,Diagnostic,1,95.16,1.0,15,80.89
374,236,Transmission Service,Repair,1,247.77,2.5,0,247.77
375,236,AC Recharge,Repair,1,123.1,1.0,0,123.1
376,237,Coolant Flush,Maintenance,1,101.9,1.0,10,91.71
377,237,Brake Pad Replacement,Repair,1,163.77,1.5,0,163.77
378,238,Battery Replacement,Repair,1,164.98,0.5,0,164.98
379,239,Coolant Flush,Maintenance,1,100.41,1.0,0,100.41
380,239,Battery Replacement,Repair,1,138.07,0.5,10,124.26
381,239,AC Recharge,Repair,1,134.21,1.0,0,134.21
382,239,Windshield Wiper Replacement,Maintenance,1,33.91,0.2,0,33.91
383,240,Wheel Alignment,Maintenance,1,82.37,1.0,5,78.25
384,240,Spark Plug Replacement,Repair,1,126.0,1.2,0,126.0
385,240,Brake Pad Replacement,Repair,1,198.28,1.5,0,198.28
386,242,Suspension Repair,Repair,1,347.86,3.0,0,347.86
387,242,Oil Change,Maintenance,1,42.58,0.5,10,38.32
388,244,Tire Replacement (set of 4),Repair,1,590.45,1.5,0,590.45
389,245,Oil Change,Maintenance,2,44.67,0.5,5,84.87
390,245,Spark Plug Replacement,Repair,1,132.75,1.2,0,132.75
391,246,Tire Rotation,Maintenance,2,26.36,0.4,0,52.72
392,246,Engine Diagnostic,Diagnostic,1,99.22,1.0,0,99.22
393,246,Wheel Alignment,Maintenance,2,91.41,1.0,0,182.82
394,247,Oil Change,Maintenance,2,48.91,0.5,0,97.82
395,248,AC Recharge,Repair,1,109.1,1.0,0,109.1
396,248,Tire Rotation,Maintenance,2,24.08,0.4,0,48.16
397,248,Engine Diagnostic,Diagnostic,1,107.83,1.0,0,107.83
398,248,Battery Replacement,Repair,1,168.57,0.5,0,168.57
399,249,AC Recharge,Repair,1,123.35,1.0,0,123.35
400,249,Full Inspection,Diagnostic,1,61.98,0.8,0,61.98
401,249,Suspension Repair,Repair,1,296.57,3.0,0,296.57
402,249,Tire Replacement (set of 4),Repair,1,627.35,1.5,5,595.98
403,250,Suspension Repair,Repair,1,330.61,3.0,0,330.61
404,252,Battery Replacement,Repair,1,144.09,0.5,15,122.48
405,255,AC Recharge,Repair,1,116.08,1.0,10,104.47
406,255,Spark Plug Replacement,Repair,1,129.26,1.2,0,129.26
407,256,Oil Change,Maintenance,2,40.73,0.5,10,73.31
